Accession No.	Order	Family	Subfamily	Genus
MH617351.2	unassigned	Microviridae	unassigned	unassigned
MG945529.1	unassigned	Microviridae	unassigned	unassigned
MH617161.2	unassigned	Microviridae	unassigned	unassigned
MK496815.1	unassigned	Microviridae	unassigned	unassigned
MH616790.2	unassigned	Microviridae	unassigned	unassigned
MH617660.2	unassigned	Microviridae	unassigned	unassigned
MH616893.2	unassigned	Microviridae	unassigned	unassigned
MH029527.1	unassigned	Microviridae	unassigned	unassigned
MH617504.1	unassigned	Microviridae	unassigned	unassigned
MH029528.1	unassigned	Microviridae	unassigned	unassigned
MK765576.1	unassigned	Microviridae	unassigned	unassigned
MH617424.2	unassigned	Microviridae	unassigned	unassigned
MH617158.2	unassigned	Microviridae	unassigned	unassigned
MH616798.2	unassigned	Microviridae	unassigned	unassigned
MH617270.1	unassigned	Microviridae	unassigned	unassigned
MH616976.2	unassigned	Microviridae	unassigned	unassigned
MK765653.1	unassigned	Microviridae	unassigned	unassigned
MK249184.1	unassigned	Microviridae	unassigned	Microvirus
MG945132.1	unassigned	Microviridae	unassigned	unassigned
MH029529.1	unassigned	Microviridae	unassigned	unassigned
MH572524.1	unassigned	Microviridae	unassigned	unassigned
MK249131.1	unassigned	Microviridae	unassigned	Microvirus
MG945665.1	unassigned	Microviridae	unassigned	unassigned
MG945910.1	unassigned	Microviridae	unassigned	unassigned
MK496750.1	unassigned	Microviridae	unassigned	unassigned
MK249188.1	unassigned	Microviridae	unassigned	Microvirus
MH616983.2	unassigned	Microviridae	unassigned	unassigned
MK496816.1	unassigned	Microviridae	unassigned	unassigned
MG945747.1	unassigned	Microviridae	unassigned	unassigned
MK496751.1	unassigned	Microviridae	unassigned	unassigned
MK249185.1	unassigned	Microviridae	unassigned	Microvirus
MH572332.1	unassigned	Microviridae	unassigned	unassigned
MK496817.1	unassigned	Microviridae	unassigned	unassigned
MH992178.1	unassigned	Microviridae	unassigned	unassigned
MK765571.1	unassigned	Microviridae	unassigned	unassigned
MH617731.2	unassigned	Microviridae	unassigned	unassigned
MH616673.2	unassigned	Microviridae	unassigned	unassigned
MH616783.2	unassigned	Microviridae	unassigned	unassigned
MH992161.1	unassigned	Microviridae	unassigned	unassigned
MH617175.2	unassigned	Microviridae	unassigned	unassigned
MH616928.2	unassigned	Microviridae	unassigned	unassigned
MH992190.1	unassigned	Microviridae	unassigned	unassigned
MK249139.1	unassigned	Microviridae	unassigned	Microvirus
MK249192.1	unassigned	Microviridae	unassigned	Microvirus
MK249153.1	unassigned	Microviridae	unassigned	Microvirus
MH617204.2	unassigned	Microviridae	unassigned	unassigned
MG945500.1	unassigned	Microviridae	unassigned	unassigned
MH616836.1	unassigned	Microviridae	unassigned	unassigned
MH992191.1	unassigned	Microviridae	unassigned	unassigned
MH617305.2	unassigned	Microviridae	unassigned	unassigned
MH617760.2	unassigned	Microviridae	unassigned	unassigned
MG945324.1	unassigned	Microviridae	unassigned	unassigned
MH552544.2	unassigned	Microviridae	unassigned	unassigned
MH992192.1	unassigned	Microviridae	unassigned	unassigned
MH029530.1	unassigned	Microviridae	unassigned	unassigned
MG945896.1	unassigned	Microviridae	unassigned	unassigned
MH617177.2	unassigned	Microviridae	unassigned	unassigned
MH617540.2	unassigned	Microviridae	unassigned	unassigned
MH617312.1	unassigned	Microviridae	unassigned	unassigned
MG945562.1	unassigned	Microviridae	unassigned	unassigned
MH572435.1	unassigned	Microviridae	unassigned	unassigned
MH572305.1	unassigned	Microviridae	unassigned	unassigned
MK249194.1	unassigned	Microviridae	unassigned	Microvirus
MH617307.2	unassigned	Microviridae	unassigned	unassigned
MH616746.2	unassigned	Microviridae	unassigned	unassigned
MH992193.1	unassigned	Microviridae	unassigned	unassigned
MH572485.1	unassigned	Microviridae	unassigned	unassigned
MH617611.2	unassigned	Microviridae	unassigned	unassigned
MH572354.1	unassigned	Microviridae	unassigned	unassigned
MH617757.2	unassigned	Microviridae	unassigned	unassigned
MH616895.2	unassigned	Microviridae	unassigned	unassigned
MH572367.1	unassigned	Microviridae	unassigned	unassigned
MH992194.1	unassigned	Microviridae	unassigned	unassigned
MK249137.1	unassigned	Microviridae	unassigned	Microvirus
MK249149.1	unassigned	Microviridae	unassigned	Microvirus
MG945739.1	unassigned	Microviridae	unassigned	unassigned
MH617723.2	unassigned	Microviridae	unassigned	unassigned
MH617308.2	unassigned	Microviridae	unassigned	unassigned
MH617728.2	unassigned	Microviridae	unassigned	unassigned
MH992195.1	unassigned	Microviridae	unassigned	unassigned
MH617367.2	unassigned	Microviridae	unassigned	unassigned
MH617124.1	unassigned	Microviridae	unassigned	unassigned
MK249196.1	unassigned	Microviridae	unassigned	Microvirus
MH617505.2	unassigned	Microviridae	unassigned	unassigned
MK496752.1	unassigned	Microviridae	unassigned	unassigned
MH617503.2	unassigned	Microviridae	unassigned	unassigned
MG945206.1	unassigned	Microviridae	unassigned	unassigned
MK249141.1	unassigned	Microviridae	unassigned	Microvirus
MH616637.2	unassigned	Microviridae	unassigned	unassigned
MG945303.1	unassigned	Microviridae	unassigned	unassigned
MG945840.1	unassigned	Microviridae	unassigned	unassigned
MH616914.1	unassigned	Inoviridae	unassigned	unassigned
MK249198.1	unassigned	Microviridae	unassigned	Microvirus
MH617740.2	unassigned	Microviridae	unassigned	unassigned
MK249205.1	unassigned	Microviridae	unassigned	Microvirus
MH617711.2	unassigned	Microviridae	unassigned	unassigned
MH616737.1	unassigned	Microviridae	unassigned	unassigned
MH992197.1	unassigned	Microviridae	unassigned	unassigned
MG945613.1	unassigned	Microviridae	unassigned	unassigned
MK249200.1	unassigned	Microviridae	unassigned	Microvirus
MH617377.2	unassigned	Microviridae	unassigned	unassigned
MH617093.2	unassigned	Microviridae	unassigned	unassigned
MH617257.2	unassigned	Microviridae	unassigned	unassigned
MH617107.1	unassigned	Microviridae	unassigned	unassigned
MG945717.1	unassigned	Microviridae	unassigned	unassigned
MK765577.1	unassigned	Microviridae	unassigned	unassigned
MH572306.1	unassigned	Microviridae	unassigned	unassigned
MH572413.1	unassigned	Microviridae	unassigned	unassigned
MK249128.1	unassigned	Microviridae	unassigned	Microvirus
MH029531.1	unassigned	Microviridae	unassigned	unassigned
MH572437.1	unassigned	Microviridae	unassigned	unassigned
MG945196.1	unassigned	Microviridae	unassigned	unassigned
MH617417.2	unassigned	Microviridae	unassigned	unassigned
MH617049.2	unassigned	Microviridae	unassigned	unassigned
MH616755.2	unassigned	Microviridae	unassigned	unassigned
MH992166.1	unassigned	Microviridae	unassigned	unassigned
MK249201.1	unassigned	Microviridae	unassigned	Microvirus
MH572355.1	unassigned	Microviridae	unassigned	unassigned
MH616795.2	unassigned	Microviridae	unassigned	unassigned
MH617210.2	unassigned	Microviridae	unassigned	unassigned
MH617601.2	unassigned	Microviridae	unassigned	unassigned
MH649121.2	unassigned	Microviridae	unassigned	unassigned
MH617606.2	unassigned	Microviridae	unassigned	unassigned
MH617349.2	unassigned	Microviridae	unassigned	unassigned
MH617623.2	unassigned	Microviridae	unassigned	unassigned
MH617564.1	unassigned	Inoviridae	unassigned	unassigned
MH572344.1	unassigned	Microviridae	unassigned	unassigned
MH617273.2	unassigned	Microviridae	unassigned	unassigned
MH617278.2	unassigned	Microviridae	unassigned	unassigned
MH617347.2	unassigned	Microviridae	unassigned	unassigned
MH617638.2	unassigned	Microviridae	unassigned	unassigned
MG945291.1	unassigned	Microviridae	unassigned	unassigned
MK765578.1	unassigned	Microviridae	unassigned	unassigned
MK496753.1	unassigned	Microviridae	unassigned	unassigned
MK249203.1	unassigned	Microviridae	unassigned	Microvirus
MG945474.1	unassigned	Microviridae	unassigned	unassigned
MH617478.2	unassigned	Microviridae	unassigned	unassigned
MH617279.2	unassigned	Microviridae	unassigned	unassigned
MH616931.2	unassigned	Microviridae	unassigned	unassigned
MK496818.1	unassigned	Microviridae	unassigned	unassigned
MH616849.2	unassigned	Microviridae	unassigned	unassigned
MH572300.1	unassigned	Microviridae	unassigned	unassigned
MH622929.2	unassigned	Microviridae	unassigned	unassigned
MH617402.2	unassigned	Microviridae	unassigned	unassigned
MH617036.1	unassigned	unassigned	unassigned	unassigned
MG945838.1	unassigned	Microviridae	unassigned	unassigned
MG945914.1	unassigned	Microviridae	unassigned	unassigned
MH572357.1	unassigned	Microviridae	unassigned	unassigned
MH572487.1	unassigned	Microviridae	unassigned	unassigned
MK249204.1	unassigned	Microviridae	unassigned	Microvirus
MK249151.1	unassigned	Microviridae	unassigned	Microvirus
MH617045.2	unassigned	Microviridae	unassigned	unassigned
MH992199.1	unassigned	Microviridae	unassigned	unassigned
MG945472.1	unassigned	Microviridae	unassigned	unassigned
MH572369.1	unassigned	Microviridae	unassigned	unassigned
MH572304.1	unassigned	Microviridae	unassigned	unassigned
MH572459.1	unassigned	Microviridae	unassigned	unassigned
MH029532.1	unassigned	Microviridae	unassigned	unassigned
MK496718.1	unassigned	Microviridae	unassigned	unassigned
MH029533.1	unassigned	Microviridae	unassigned	unassigned
KP087944.1	unassigned	Microviridae	unassigned	unassigned
MK765579.1	unassigned	Microviridae	unassigned	unassigned
MG945129.1	unassigned	Microviridae	unassigned	unassigned
MH572309.1	unassigned	Microviridae	unassigned	unassigned
MH617388.2	unassigned	Microviridae	unassigned	unassigned
MK249190.1	unassigned	Microviridae	unassigned	Microvirus
MH617241.2	unassigned	Microviridae	unassigned	unassigned
MK249191.1	unassigned	Microviridae	unassigned	Microvirus
MH992200.1	unassigned	Microviridae	unassigned	unassigned
KP087955.1	unassigned	Microviridae	unassigned	unassigned
MH552573.2	unassigned	Microviridae	unassigned	unassigned
MH992180.1	unassigned	Microviridae	unassigned	unassigned
MG945490.1	unassigned	Microviridae	unassigned	unassigned
MH617574.2	unassigned	Microviridae	unassigned	unassigned
MH572356.1	unassigned	Microviridae	unassigned	unassigned
MK249193.1	unassigned	Microviridae	unassigned	Microvirus
MH617607.2	unassigned	Microviridae	unassigned	unassigned
MK249213.1	unassigned	Microviridae	unassigned	Microvirus
MH992201.1	unassigned	Microviridae	unassigned	unassigned
MH617235.2	unassigned	Microviridae	unassigned	unassigned
MH617744.2	unassigned	Microviridae	unassigned	unassigned
MH616668.2	unassigned	Microviridae	unassigned	unassigned
MK249189.1	unassigned	Microviridae	unassigned	Microvirus
MH616969.2	unassigned	Microviridae	unassigned	unassigned
MH572294.1	unassigned	Microviridae	unassigned	unassigned
MH617384.2	unassigned	Microviridae	unassigned	unassigned
MK249195.1	unassigned	Microviridae	unassigned	Microvirus
MH572339.1	unassigned	Microviridae	unassigned	unassigned
MH622931.2	unassigned	Microviridae	unassigned	unassigned
MH617359.2	unassigned	Microviridae	unassigned	unassigned
MH572494.1	unassigned	Microviridae	unassigned	unassigned
MG945171.1	unassigned	Microviridae	unassigned	unassigned
MH616974.2	unassigned	Microviridae	unassigned	unassigned
MH617303.2	unassigned	Microviridae	unassigned	unassigned
KT264835.1	unassigned	Microviridae	Gokushovirinae	unassigned
MK496819.1	unassigned	Microviridae	unassigned	unassigned
MH617105.2	unassigned	Microviridae	unassigned	unassigned
MH617023.2	unassigned	Microviridae	unassigned	unassigned
MH622922.2	unassigned	Microviridae	unassigned	unassigned
MH617555.2	unassigned	Microviridae	unassigned	unassigned
MH616977.2	unassigned	Microviridae	unassigned	unassigned
MK249197.1	unassigned	Microviridae	unassigned	Microvirus
MH616845.1	unassigned	Microviridae	unassigned	unassigned
HQ157199.1	unassigned	Microviridae	unassigned	unassigned
MH552479.1	unassigned	Microviridae	unassigned	unassigned
MH617199.2	unassigned	Microviridae	unassigned	unassigned
MH617159.2	unassigned	Microviridae	unassigned	unassigned
MK249214.1	unassigned	Microviridae	unassigned	Microvirus
MH572310.1	unassigned	Microviridae	unassigned	unassigned
MH552497.2	unassigned	Microviridae	unassigned	unassigned
MK012456.1	unassigned	Microviridae	unassigned	unassigned
MK496820.1	unassigned	Microviridae	unassigned	unassigned
MH617260.2	unassigned	Microviridae	unassigned	unassigned
MH616865.2	unassigned	Microviridae	unassigned	unassigned
MH992202.1	unassigned	Microviridae	unassigned	unassigned
MH617216.2	unassigned	Microviridae	unassigned	unassigned
MH616688.2	unassigned	Microviridae	unassigned	unassigned
MK249212.1	unassigned	Microviridae	unassigned	Microvirus
MH617559.1	unassigned	Microviridae	unassigned	unassigned
MK765639.1	unassigned	Microviridae	unassigned	unassigned
MH617543.2	unassigned	Microviridae	unassigned	unassigned
MH617669.2	unassigned	Microviridae	unassigned	unassigned
MH617342.2	unassigned	Microviridae	unassigned	unassigned
MK496754.1	unassigned	Microviridae	unassigned	unassigned
MH617735.2	unassigned	Microviridae	unassigned	unassigned
MG945549.1	unassigned	Microviridae	unassigned	unassigned
MH572508.1	unassigned	Microviridae	unassigned	unassigned
HQ157198.1	unassigned	Microviridae	unassigned	unassigned
MH572374.1	unassigned	Microviridae	unassigned	unassigned
MH616649.2	unassigned	Microviridae	unassigned	unassigned
MH616718.2	unassigned	Microviridae	unassigned	unassigned
MG945826.1	unassigned	Microviridae	unassigned	unassigned
MG945552.1	unassigned	Microviridae	unassigned	unassigned
MG945468.1	unassigned	Microviridae	unassigned	unassigned
MK249143.1	unassigned	Microviridae	unassigned	Microvirus
MG945226.1	unassigned	Microviridae	unassigned	unassigned
MH616670.2	unassigned	Microviridae	unassigned	unassigned
MK249202.1	unassigned	Microviridae	unassigned	Microvirus
MH617334.2	unassigned	Microviridae	unassigned	unassigned
MH617725.2	unassigned	Microviridae	unassigned	unassigned
MH992203.1	unassigned	Microviridae	unassigned	unassigned
MG945782.1	unassigned	Microviridae	unassigned	unassigned
MH572301.1	unassigned	Microviridae	unassigned	unassigned
MH992156.1	unassigned	Microviridae	unassigned	unassigned
MH992204.1	unassigned	Microviridae	unassigned	unassigned
MH616970.2	unassigned	Microviridae	unassigned	unassigned
MH617163.2	unassigned	Microviridae	unassigned	unassigned
MH616852.2	unassigned	Microviridae	unassigned	unassigned
MH617030.1	unassigned	Microviridae	unassigned	unassigned
MH572333.1	unassigned	Microviridae	unassigned	unassigned
MH617403.2	unassigned	Microviridae	unassigned	unassigned
MH572350.1	unassigned	Microviridae	unassigned	unassigned
MH572384.1	unassigned	Microviridae	unassigned	unassigned
MG945712.1	unassigned	Microviridae	unassigned	unassigned
MH572311.1	unassigned	Microviridae	unassigned	unassigned
MG945571.1	unassigned	Microviridae	unassigned	unassigned
MG945225.1	unassigned	Microviridae	unassigned	unassigned
MF774690.1	Caudovirales	Siphoviridae	unassigned	Tequintavirus
MH617653.2	unassigned	Microviridae	unassigned	unassigned
MH648988.2	unassigned	Microviridae	unassigned	unassigned
MG945252.1	unassigned	Microviridae	unassigned	unassigned
MK249147.1	unassigned	Microviridae	unassigned	Microvirus
MH616933.2	unassigned	Microviridae	unassigned	unassigned
MK249207.1	unassigned	Microviridae	unassigned	Microvirus
MK249206.1	unassigned	Microviridae	unassigned	Microvirus
MH617156.1	unassigned	Microviridae	unassigned	unassigned
MK249216.1	unassigned	Microviridae	unassigned	Microvirus
MH572481.1	unassigned	Microviridae	unassigned	unassigned
MH616662.2	unassigned	Microviridae	unassigned	unassigned
MG945584.1	unassigned	Microviridae	unassigned	unassigned
MG945556.1	unassigned	Microviridae	unassigned	unassigned
MH616833.2	unassigned	Microviridae	unassigned	unassigned
MH616932.2	unassigned	Microviridae	unassigned	unassigned
MH572433.1	unassigned	Microviridae	unassigned	unassigned
MG945524.1	unassigned	Microviridae	unassigned	unassigned
MH622941.2	unassigned	Microviridae	unassigned	unassigned
MH617546.2	unassigned	Microviridae	unassigned	unassigned
MG945200.1	unassigned	Microviridae	unassigned	unassigned
MH572426.1	unassigned	Microviridae	unassigned	unassigned
MH572452.1	unassigned	Microviridae	unassigned	unassigned
MH617587.2	unassigned	Microviridae	unassigned	unassigned
MH617600.2	unassigned	Microviridae	unassigned	unassigned
MG945501.1	unassigned	Microviridae	unassigned	unassigned
